workerid	q_explanation	trial_type	a_explanation	helpful	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
7	she saw a dog, and wondered if i was theirs.	pets_super	they have an animal that is not a dog.	0.62	English	2	Female	44	The slider at the bottom was hard to find, even after I switched to a browser that would show it.  Why hide it??	Yes	4	Mac	720	1280	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3FE7TXL1LIN0T41RSM4RYQ8I5MEQ25	7	Approved	Tue Nov 11 06:45:30 PST 2014	Mon Nov 10 13:58:13 PST 2014	Mon Nov 10 14:05:30 PST 2014	Mon Nov 10 15:46:46 PST 2014					[]	{}	4.68535
7	she&quotechard like to buy some Mexican food.	foods_sib	they don&quotechart have Mexican food, but have an alternative to offer.	0.77	English	2	Female	44	The slider at the bottom was hard to find, even after I switched to a browser that would show it.  Why hide it??	Yes	4	Mac	720	1280	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3FE7TXL1LIN0T41RSM4RYQ8I5MEQ25	7	Approved	Tue Nov 11 06:45:30 PST 2014	Mon Nov 10 13:58:13 PST 2014	Mon Nov 10 14:05:30 PST 2014	Mon Nov 10 15:46:46 PST 2014					[]	{}	4.68535
7	she needs a ride somewhere.	vehicles_sub	they&quotecharre giving additional information that might be helpful.	0.87	English	2	Female	44	The slider at the bottom was hard to find, even after I switched to a browser that would show it.  Why hide it??	Yes	4	Mac	720	1280	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3FE7TXL1LIN0T41RSM4RYQ8I5MEQ25	7	Approved	Tue Nov 11 06:45:30 PST 2014	Mon Nov 10 13:58:13 PST 2014	Mon Nov 10 14:05:30 PST 2014	Mon Nov 10 15:46:46 PST 2014					[]	{}	4.68535
8	he was curious.	pets_sib	they were asked if they have a pet.	0.93	English	1	Female	61	none	Yes	3	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	308XBLVESI4UTIGNOUM249LRVF6RBO	8	Approved	Tue Nov 11 10:12:37 PST 2014	Mon Nov 10 17:28:32 PST 2014	Mon Nov 10 17:32:37 PST 2014	Mon Nov 10 20:29:27 PST 2014					[]	{}	4.032216666666667
8	he was in the mood for Mexican.	foods_super	they have food but not Mexican.	0.82	English	1	Female	61	none	Yes	3	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	308XBLVESI4UTIGNOUM249LRVF6RBO	8	Approved	Tue Nov 11 10:12:37 PST 2014	Mon Nov 10 17:28:32 PST 2014	Mon Nov 10 17:32:37 PST 2014	Mon Nov 10 20:29:27 PST 2014					[]	{}	4.032216666666667
8	she needs a ride.	vehicles_sub	they want to show off a little.	0.76	English	1	Female	61	none	Yes	3	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	308XBLVESI4UTIGNOUM249LRVF6RBO	8	Approved	Tue Nov 11 10:12:37 PST 2014	Mon Nov 10 17:28:32 PST 2014	Mon Nov 10 17:32:37 PST 2014	Mon Nov 10 20:29:27 PST 2014					[]	{}	4.032216666666667
8	he needs to borrow one.	clothes_id	they have one to lend.	0.98	English	1	Female	61	none	Yes	3	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	308XBLVESI4UTIGNOUM249LRVF6RBO	8	Approved	Tue Nov 11 10:12:37 PST 2014	Mon Nov 10 17:28:32 PST 2014	Mon Nov 10 17:32:37 PST 2014	Mon Nov 10 20:29:27 PST 2014					[]	{}	4.032216666666667
9	he smells mexican food.	foods_super	they have the take out bag causing the aroma.	0.89	English	2	Male	50	It was fun imagining scenarios. 	Yes	3	Windows	768	1024	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	333U7HK6I9F6ARVUUL4ZX8N0OJSJDZ	9	Approved	Tue Nov 11 11:15:54 PST 2014	Mon Nov 10 18:31:30 PST 2014	Mon Nov 10 18:35:54 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	4.5185
9	she may have one she knows up for adoption.	pets_id	they wanted to show they like dogs.	0.42	English	2	Male	50	It was fun imagining scenarios. 	Yes	3	Windows	768	1024	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	333U7HK6I9F6ARVUUL4ZX8N0OJSJDZ	9	Approved	Tue Nov 11 11:15:54 PST 2014	Mon Nov 10 18:31:30 PST 2014	Mon Nov 10 18:35:54 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	4.5185
9	she needs a lift/ride somewhere.	vehicles_sib	they think Sally needs to move an item from one place to the other.	0.78	English	2	Male	50	It was fun imagining scenarios. 	Yes	3	Windows	768	1024	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	333U7HK6I9F6ARVUUL4ZX8N0OJSJDZ	9	Approved	Tue Nov 11 11:15:54 PST 2014	Mon Nov 10 18:31:30 PST 2014	Mon Nov 10 18:35:54 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	4.5185
9	he spilled something on his and needs another.	clothes_sub	to let Charles know the answer is &quotecharyes&quotechar and indicate the type of shirt being offered.	0.78	English	2	Male	50	It was fun imagining scenarios. 	Yes	3	Windows	768	1024	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	333U7HK6I9F6ARVUUL4ZX8N0OJSJDZ	9	Approved	Tue Nov 11 11:15:54 PST 2014	Mon Nov 10 18:31:30 PST 2014	Mon Nov 10 18:35:54 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	4.5185
10	She wants a ride.	vehicles_sub	because they think sally will like them	1	english	2	Female	26		Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3OJSZ2ATDSWIMJFZE6XJW6UZK7X579	10	Approved	Tue Nov 11 11:57:11 PST 2014	Mon Nov 10 19:14:13 PST 2014	Mon Nov 10 19:17:11 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	2.886433333333333
10	Alice wants you to put a shirt on	clothes_super	Because they had clothes but did not know if there was a shirt.	0.27	english	2	Female	26		Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3OJSZ2ATDSWIMJFZE6XJW6UZK7X579	10	Approved	Tue Nov 11 11:57:11 PST 2014	Mon Nov 10 19:14:13 PST 2014	Mon Nov 10 19:17:11 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	2.886433333333333
10	Because Bob likes dogs.	pets_sib	Because they do not have a dog.	0.9	english	2	Female	26		Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3OJSZ2ATDSWIMJFZE6XJW6UZK7X579	10	Approved	Tue Nov 11 11:57:11 PST 2014	Mon Nov 10 19:14:13 PST 2014	Mon Nov 10 19:17:11 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	2.886433333333333
10	He wants some.	foods_id	because bob wants some.	0.9	english	2	Female	26		Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3OJSZ2ATDSWIMJFZE6XJW6UZK7X579	10	Approved	Tue Nov 11 11:57:11 PST 2014	Mon Nov 10 19:14:13 PST 2014	Mon Nov 10 19:17:11 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	2.886433333333333
11	she needs a ride somewhere	vehicles_sib	they drive a truck and not a car	1	English	2	Male	35	Thank you!	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3DOCMVPBTNEBFTDSYDAUMKGBB74NNU	11	Approved	Tue Nov 11 13:04:30 PST 2014	Mon Nov 10 20:21:02 PST 2014	Mon Nov 10 20:24:30 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	3.4273666666666665
11	he needs some mexican food for a party	foods_super	they dont have mexican food	0.36	English	2	Male	35	Thank you!	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3DOCMVPBTNEBFTDSYDAUMKGBB74NNU	11	Approved	Tue Nov 11 13:04:30 PST 2014	Mon Nov 10 20:21:02 PST 2014	Mon Nov 10 20:24:30 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	3.4273666666666665
11	he has spilled something on his shirt	clothes_sub	they only have a casual, short sleeve shirt	0.8	English	2	Male	35	Thank you!	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3DOCMVPBTNEBFTDSYDAUMKGBB74NNU	11	Approved	Tue Nov 11 13:04:30 PST 2014	Mon Nov 10 20:21:02 PST 2014	Mon Nov 10 20:24:30 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	3.4273666666666665
11	she is interested in something dog owners know	pets_id	he owns a dog	1	English	2	Male	35	Thank you!	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3DOCMVPBTNEBFTDSYDAUMKGBB74NNU	11	Approved	Tue Nov 11 13:04:30 PST 2014	Mon Nov 10 20:21:02 PST 2014	Mon Nov 10 20:24:30 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	3.4273666666666665
12	she need a ride.	vehicles_id	They want to offer a lift/ride.	1	English	2	Male	34	None, thanks.	Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3IFS6Q0HJIJGH5U69TEOG6U0C7ISIV	12	Approved	Tue Nov 11 13:05:35 PST 2014	Mon Nov 10 20:20:16 PST 2014	Mon Nov 10 20:25:35 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	5.1925
12	She is craving Mexican food.	foods_sib	they do not serve Mexican food.	0.83	English	2	Male	34	None, thanks.	Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3IFS6Q0HJIJGH5U69TEOG6U0C7ISIV	12	Approved	Tue Nov 11 13:05:35 PST 2014	Mon Nov 10 20:20:16 PST 2014	Mon Nov 10 20:25:35 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	5.1925
12	she want to give out one.	clothes_super	they do not need any clothing.	0.7	English	2	Male	34	None, thanks.	Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3IFS6Q0HJIJGH5U69TEOG6U0C7ISIV	12	Approved	Tue Nov 11 13:05:35 PST 2014	Mon Nov 10 20:20:16 PST 2014	Mon Nov 10 20:25:35 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	5.1925
12	she is scared of dogs.	pets_sub	they want to be specific about they dog they have.	0.89	English	2	Male	34	None, thanks.	Yes	3	Windows	858	1525	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3IFS6Q0HJIJGH5U69TEOG6U0C7ISIV	12	Approved	Tue Nov 11 13:05:35 PST 2014	Mon Nov 10 20:20:16 PST 2014	Mon Nov 10 20:25:35 PST 2014	Mon Nov 10 20:29:28 PST 2014					[]	{}	5.1925
13	he thinks that I need a new shirt because the one I am wearing now is very old.	clothes_sub	He doesn&quotechart really want a new shirt so he said that a Polo will do just fine.	0.31	English	2	Male	31	No Comments.	Yes	3	Windows	893	1429	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3QIYRE09Y3H81M63TQCWPD388601N1	13	Approved	Tue Nov 11 13:16:32 PST 2014	Mon Nov 10 20:29:51 PST 2014	Mon Nov 10 20:36:32 PST 2014	Mon Nov 10 21:39:13 PST 2014					[]	{}	6.6063833333333335
13	Maybe she has a car for sale and wanting to help me out.	vehicles_super	They don&quotechart really need another vehicle at this moment.	1	English	2	Male	31	No Comments.	Yes	3	Windows	893	1429	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3QIYRE09Y3H81M63TQCWPD388601N1	13	Approved	Tue Nov 11 13:16:32 PST 2014	Mon Nov 10 20:29:51 PST 2014	Mon Nov 10 20:36:32 PST 2014	Mon Nov 10 21:39:13 PST 2014					[]	{}	6.6063833333333335
13	He likes dogs and wants to know more about what type of dog I have to see what we have more in common.	pets_sib	He wants to let Bob know he loves Cats instead of Dogs.	1	English	2	Male	31	No Comments.	Yes	3	Windows	893	1429	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3QIYRE09Y3H81M63TQCWPD388601N1	13	Approved	Tue Nov 11 13:16:32 PST 2014	Mon Nov 10 20:29:51 PST 2014	Mon Nov 10 20:36:32 PST 2014	Mon Nov 10 21:39:13 PST 2014					[]	{}	6.6063833333333335
13	Maybe he want to eat or go out to eat some Mexican Food.	foods_id	He has Mexican food and want to share and eat together with Charles.	1	English	2	Male	31	No Comments.	Yes	3	Windows	893	1429	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3QIYRE09Y3H81M63TQCWPD388601N1	13	Approved	Tue Nov 11 13:16:32 PST 2014	Mon Nov 10 20:29:51 PST 2014	Mon Nov 10 20:36:32 PST 2014	Mon Nov 10 21:39:13 PST 2014					[]	{}	6.6063833333333335
14	she has a dog, and is trying to make conversation about something you have in common	pets_id	They gave a minimal response, which means they aren&quotechart interested in a conversation	0.26	English	1	Female	61		Yes	4	Windows	1080	1920	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KKG4CDWKIY44JZSFYCT5AFRF1T49I	14	Approved	Tue Nov 11 13:18:33 PST 2014	Mon Nov 10 20:33:21 PST 2014	Mon Nov 10 20:38:33 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	5.055916666666667
14	she is hungry and would prefer mexican	foods_sib	they assume she is hungry and want to satisfy that need, although they don&quotechart have mexican as such	0.68	English	1	Female	61		Yes	4	Windows	1080	1920	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KKG4CDWKIY44JZSFYCT5AFRF1T49I	14	Approved	Tue Nov 11 13:18:33 PST 2014	Mon Nov 10 20:33:21 PST 2014	Mon Nov 10 20:38:33 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	5.055916666666667
14	she needs a ride	vehicles_super	they didn&quotechart see the question behind the question	0.29	English	1	Female	61		Yes	4	Windows	1080	1920	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KKG4CDWKIY44JZSFYCT5AFRF1T49I	14	Approved	Tue Nov 11 13:18:33 PST 2014	Mon Nov 10 20:33:21 PST 2014	Mon Nov 10 20:38:33 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	5.055916666666667
