iterationName,gameid,time,role,confused,strategy,comments,totalLength,ratePartner,nativeEnglish,quizFailCounter,score,firstRole
single-player-pilot,6191-1c7e2750-b072-4c36-a2f2-c6a7890c4f2c,1.546718599977e+12,helper,yes,"Just follow what makes sense as far as eliminating or asking for a specific card, and then seeing what makes up that combo, It's hard to explain, but basically don't ask for a card that enables both combos, and only ask for a card that lets your partner know which combo you are targeting,",no issues,242944,liked,yes,0,25,seeker
single-player-pilot,4272-1d4748ae-be20-438f-8573-f3013ad75e14,1.546718793005e+12,seeker,yes,"analyzing the combos in order to pick the right combo of cards,",,145774,loved,yes,1,30,helper
single_player_sample,3946-bb46b330-9161-4371-b959-4f0ab0a79cec,1.54674674548e+12,helper,yes,"If there was a card shared among the combos, I always picked the other card, so my partner would know which combo to which I was referring,",No problems!,119977,loved,yes,0,30,seeker
single_player_sample,3561-fb73ea38-26fb-49f9-9c44-83ec5ebd13f0,1.546747244003e+12,seeker,yes,"I made sure I asked for the card that did not occur in both combinations when I was the seeker, When I was the helper, I made sure I knew which combination the seeker was looking for,",No,165867,loved,yes,0,30,helper
single_player_sample,2341-061706a0-a3e7-4164-a122-ceaab1ed6592,1.5467474759e+12,seeker,yes,"I tried to pick the card that matched the combo but not pick the one that was in both combos,,,I had to learn that the hard way,","I was flustered at first and then it was okay,",325623,liked,yes,0,20,helper
single_player_sample,2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382,1.54674773331e+12,helper,yes,i avoided asking about the common card,no,248323,not much,yes,0,20,seeker
single_player_sample,7109-318123db-b3ad-4638-ad43-291f8b04308b,1.54674795205e+12,seeker,yes,"Just trying to get them done in one question, I didn't have much of one otherwise","No, thank you!:)",365734,okay,yes,0,20,helper
single_player_sample,8085-9c540cc8-3455-43de-9060-a6defffb0874,1.546747976384e+12,seeker,confused,"I actually was kind of confused, I was just trying to remember where cards were, I don't think I got the instructions correctly,","I would have liked to have practiced or seen a few examples, but thanks,",325315,okay,yes,1,10,helper
single_player_sample,2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81,1.54680345433e+12,helper,yes,"When I was asking questions, I asked for the card that was unique, IE there was only one group it could be in,  When I was the solver, I looked for the one group the card was in that was asked about,","this was a lot of fun, I'd love to be able to do longer and more complex ones!",140038,loved,yes,0,30,seeker
single_player_sample,2143-a43b7b59-62de-458b-99f4-ae3306b34123,1.546803489729e+12,helper,yes,To help as much as possible to gain bonus,no,160529,okay,yes,0,15,seeker
single_player_sample,6338-d3ca639e-b12a-4c6b-a476-2d4fa274d015,1.546803500539e+12,helper,yes,"I followed the instructions by asking the correct question or revealing the correct cards, ","No,",125941,loved,yes,0,30,seeker
single_player_sample,0859-45e30b41-0a99-408c-936a-7226c43fce86,1.546803512224e+12,helper,yes,I just followed the instructions,My partner didn't do it right,143996,not much,yes,0,20,seeker
single_player_sample,7743-e63ea161-1239-429f-8611-e412afbaad18,1.546803565985e+12,seeker,yes,"I tried to reveal the cards that they asked for and the other card in the pair if there was a duo goal,",,180916,not much,yes,0,20,helper
single_player_sample,0926-b0ca582b-6af5-48ca-8af7-4ac6cf125f90,1.546803578724e+12,seeker,yes,"I tried to ask and pay attention to the different card that was asked about,","No comment,",123672,okay,yes,0,30,helper
single_player_sample,9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235,1.54680375536e+12,seeker,yes,I didn't use a strategy,No,162234,okay,yes,0,15,helper
single_player_sample,4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46,1.546803908754e+12,helper,yes,"Easy, If two of the same card were in the combinations, ask for the other card in the combo",N/A,116410,loved,yes,0,30,seeker
single_player_sample,4208-131b8392-ab67-4939-982f-93273a8650a1,1.546803968188e+12,helper,yes,"I followed the rules exactly; when I was the seeker, I asked to reveal the card that would give away which combo I wanted, and when I was the helper, I figured out which combo the seeker wanted based on what they requested and revealed that combo,","I will say the instructions were a bit confusing at first and I had to read them multiple times over, but once I got it, the game was very fun and simple!",210039,loved,yes,0,30,seeker
single_player_sample,1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f,1.546803992753e+12,seeker,yes,idk,,201417,okay,yes,0,15,helper
single_player_sample,3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1,1.546804004064e+12,seeker,yes,"To pick the most identifiable card in a given pair, allowing the helper to easily identify which pair I'm looking for,",None,139042,loved,yes,0,30,helper
single_player_sample,6688-391a189b-f058-43d6-823a-1c16211d51f0,1.546804025477e+12,seeker,yes,"It was straight forward, I only had to asked a different way for one combo because there were two of the same cards,","None,",204842,loved,yes,1,30,helper
single_player_sample,0018-e77183b4-1a16-4d57-a808-1851a459631c,1.546804147069e+12,helper,yes,"For the most part I was just trying to question or reveal in the most efficient way,",,211312,loved,yes,0,25,seeker
single_player_sample,9700-aaa00f8c-e3f7-4669-b702-2f8626b077e5,1.54680424054e+12,seeker,yes,"Just reveal the correct cards, or ask for a card I need,",no,176301,liked,yes,0,30,helper
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804285198e+12,helper,yes,"I would describe my strategy as poor,",,284677,okay,yes,0,15,seeker
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804370604e+12,helper,yes,"I looked for unique cards to determine the full pair,",N/A,144509,okay,yes,1,25,seeker
single_player_sample,2328-034835f2-095a-485b-814a-8f0b0ec905ae,1.546804397998e+12,helper,yes,"Only ask for cards that weren't duplicated in both combos,",Nope!,165344,loved,yes,0,30,seeker
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804624982e+12,seeker,yes,try to think as much as possible,no,133417,loved,yes,0,25,helper
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804723835e+12,helper,confused,"My strategy was, apparently, to forget the instructions, I messed up!","Just my dumbness,",215400,okay,yes,0,15,seeker
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804908139e+12,seeker,yes,"ask quick questions, answer quickly",no,214131,loved,yes,1,5,helper
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804943485e+12,helper,yes,choose one card in the winning combo and find the other,no,154701,okay,yes,0,30,seeker
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546805116235e+12,helper,yes,"Ask where the card was that was different between the combos, ",Nope!,184816,loved,yes,0,30,seeker
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805432612e+12,seeker,yes,I found which card wasn't in the other set,no,168784,loved,yes,0,25,helper
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805485909e+12,seeker,yes,"Ask about one of the combo cards,",no,126981,liked,yes,0,25,helper
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.54680549273e+12,helper,yes,"ask the helper a very specific question about which card in the combo would give away that it was part of the specific combo you were looking for, ",everything ran smoothly!,251594,liked,yes,0,30,seeker
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805534233e+12,helper,yes,did not develop one,no,153988,okay,yes,0,20,seeker
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805590984e+12,seeker,yes,"This game was fun, thanks! I would attempt to tell my partner the order in which the cards appeared to me, ","Everything was clear and straightforward,",234886,loved,yes,1,25,helper
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805784236e+12,seeker,yes,some strategy i use,n/a,377095,liked,yes,0,10,helper
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805864981e+12,seeker,yes,"While I was the helper, I would identify the correct combo based on the seeker's question,  While I was the seeker, I picked the unique card from the correct combo to ask the helper to reveal, ","No problems,  Great hit!",215302,loved,yes,0,30,helper
single_player_sample,9294-6598aa3f-a694-418a-8613-2ebc17f65a66,1.546805886687e+12,helper,yes,"Paying attention to cards that might be in both combos and NOT choosing those cards,",No problems,151024,okay,yes,0,30,seeker
single_player_sample,0065-9c9db0b6-8e05-4fa4-9be4-5f84aa1ac2af,1.546805920627e+12,seeker,yes,"If a card was shared by two combos, I would pick a different card from a combo to request,","No problems,",143363,loved,yes,0,30,helper
single_player_sample,2370-0a9a453a-a1e8-4294-9eba-5bb542aafc12,1.546805999518e+12,helper,yes,Choose the card that only applies to one combo,No,120512,liked,yes,0,30,seeker
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546806033454e+12,seeker,yes,"ask for one of the desired cards and hope the helper turned it over with the second card, As helper, turned over the asked for card and the second card,",,192060,loved,yes,0,30,helper
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546806038836e+12,seeker,yes,"ask for one of the desired cards and hope the helper turned it over with the second card, As helper, turned over the asked for card and the second card,",,197443,loved,yes,0,30,helper
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.54680605193e+12,seeker,yes,"ask for one of the desired cards and hope the helper turned it over with the second card, As helper, turned over the asked for card and the second card,",,210539,loved,yes,0,30,helper
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546806057906e+12,seeker,yes,"ask for one of the desired cards and hope the helper turned it over with the second card, As helper, turned over the asked for card and the second card,",,216514,loved,yes,0,30,helper
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546806057923e+12,seeker,yes,"ask for one of the desired cards and hope the helper turned it over with the second card, As helper, turned over the asked for card and the second card,",,216531,loved,yes,0,30,helper
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546806094836e+12,seeker,yes,"ask for one of the desired cards and hope the helper turned it over with the second card, As helper, turned over the asked for card and the second card,",,253443,loved,yes,0,30,helper
single_player_sample,8007-18b5d163-290c-4c6c-953e-d1643ad06c5e,1.546806141142e+12,seeker,yes,"ask for one of the desired cards and hope the helper turned it over with the second card, As helper, turned over the asked for card and the second card,",,299749,loved,yes,0,30,helper
single_player_sample,8452-45345023-7e71-4519-ab24-3a4fdf7b2db4,1.546806142999e+12,helper,yes,"I tried to seek what would match for me and also try to help the other person find their matches,","I messed up the first game but then I did pretty good,",363723,liked,yes,0,15,seeker
single_player_sample,3171-dba437d2-610f-421f-9acd-f85aea8cb4f6,1.546806440777e+12,seeker,yes,I used the second card in the green box to ask for,no,126281,loved,yes,2,20,helper
single_player_sample,5806-a24881b2-8cc2-443b-ab56-5691893a5c0f,1.546806496359e+12,helper,yes,pay close attention to the combos,no,123175,okay,yes,0,30,seeker
single_player_sample,5105-13234662-db39-4d89-a274-649a35ddc891,1.546806681216e+12,seeker,yes,not ask for a card that was in both sets,no,121165,loved,yes,0,30,helper
single_player_sample,1528-d8970e9c-0a5d-4cbc-a517-39a96cab0a14,1.546806843078e+12,helper,yes,Used my own Strategy,,391244,liked,yes,0,5,seeker
single_player_sample,6800-ab5d814b-9fd1-4587-8fea-c84a058b6514,1.546807014561e+12,helper,yes,I followed the instructions and paid attention to what my partner said ,no,145449,okay,yes,1,20,seeker
single_player_sample,6508-822d26b6-669d-4e08-9311-915b65b7618a,1.546807072499e+12,helper,yes,I don't know ,,134726,loved,yes,0,25,seeker
single_player_sample,1261-0377cd5f-8a91-4e0e-8b01-53ea9f81e63c,1.546807195115e+12,helper,yes,"To pick the card that was not in both combos so my partner would know which combo I was looking for, ",no,186118,loved,yes,0,25,seeker
single_player_sample,9371-a5f74377-67f3-4022-a60e-b75a54e03e18,1.546807689246e+12,helper,confused,didn't have one,no,223644,okay,yes,0,10,seeker
single_player_sample,0600-ad9dabf5-c6dc-4f83-a1ec-6cc9663561a4,1.546809209963e+12,seeker,yes,"I tried to follow the directions closely,",no,146519,liked,yes,0,25,helper
single_player_sample,3835-e5ce234b-5be9-4f85-8482-95b98fbdcb0b,1.546809344051e+12,helper,yes,pick on of the cards that easily identifies the combo,no,161306,liked,yes,0,30,seeker
single_player_sample,8865-9e6d4b62-1ade-48fd-892b-c03e8eaaca53,1.546809518028e+12,seeker,yes,"When I needed only one card, I asked for the location of that one card, When I needed two, I asked for the card in the pair that was unique as compared with the other possible combination,",no,270745,okay,yes,0,20,helper
single_player_sample,1356-b69a419d-4129-40ec-bc95-ef28172a8a58,1.546809659189e+12,helper,yes,no use the strategy,no this is good task,329609,liked,yes,0,5,seeker
single_player_sample,6750-fce88ea8-e343-4f38-addb-124346c23f22,1.54680970875e+12,seeker,yes,I went with the correct choice and was honest,Thanks good luck with your work,254219,loved,yes,0,30,helper
single_player_sample,3262-852c5abd-32e0-450b-9199-5e99be911255,1.546809791286e+12,helper,confused,sorta confusing but it worked,no,279014,not much,yes,0,5,seeker
single_player_sample,8312-00399391-45ca-41c1-8010-ccb98209b973,1.546809816225e+12,seeker,yes,"It was pretty simple, By using what the seeker asked for you would reveal both cards in the combo, I made a mistake once while asking for cards to be revealed and asked for a card that was present in both combos, But the strategy is pretty apparent, ","I noticed no problems,",199369,liked,yes,1,25,helper
single_player_sample,4667-b002013d-7492-46d8-a850-8fab19395e13,1.546809924367e+12,seeker,yes,"No strategy, just reveal the cards needed to complete combos","Why include scenarios where it's impossible to earn a bonus? Players cannot earn a bonus if they do not complete the combos in a single pass, but sometime seekers will need to two questions to complete the combos,",770599,not much,yes,0,15,helper
single_player_sample,8937-d0e671ba-d7f9-4bae-8f77-2b982ebed570,1.546810379857e+12,helper,confused,I didn't have one,None,166181,okay,yes,0,15,seeker
